"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159"
0,"2003.00000000","2398.71267960","1700.56863478",NA," 634.33047551"," 370.53069249","  11.29777002"," 213.11516353","  39.38684947",NA," 769.76685175"," 698.14404482","   9.43662000","  62.18618693",NA," 593.61794376","  96.22035697","  66.00938667"," 156.98895298"," 316.95694480"," 276.66099897",NA," 398.88650681"," 238.67975233"," 160.20675449",NA,"   2.11090176",NA,NA," 304.79452055"," 126.74106191"," 883.15057290"," 718.37013109","   0.75374322",NA,NA,"   8.99769888","   8.25943371","   3.78204944",NA,"3492.73908995","2563.00314852",NA," 733.82372634"," 439.56612053","  20.07766978"," 235.06476115","  39.11517488",NA,"1021.46040367"," 929.73594143","  11.05252832","  80.67193393",NA,"1147.61307120"," 155.10599403"," 287.13839485"," 121.71795343"," 560.03213922"," 587.58093198",NA," 589.89171699"," 308.94136772"," 280.95034926",NA,"  -0.04982825",NA,NA,"  96.41643836"," 181.99753279","1362.88539353","1013.42135390","   0.76166788",NA,NA,"   9.12431803","   8.37704592","   2.77668220",NA,"5529.93489842","3728.80954925",NA,"1291.23036649"," 739.24068505","  31.94785768"," 462.33571963","  57.70610413",NA,"1927.45523789","1801.12534917","  26.17991849"," 100.14997023",NA,"1111.82131791"," 165.49768748"," 196.32363042"," 266.37842871"," 561.77018302"," 552.16140308",NA,"1265.52554455"," 563.84038282"," 701.68516172",NA," -66.09756842",NA,NA," 149.72602740"," 260.90901350","3016.25593852","1737.30887000","   0.77315693",NA,NA,"   9.59019213","   8.15075938","   1.51676121",NA,"3477.89162718","2426.35065196",NA," 838.11730142"," 487.20805589","  18.68702270"," 287.68211045","  44.54011237",NA,"1142.19036822","1051.54097522","  14.47079706","  76.17859594",NA," 837.08111955"," 126.12873680"," 141.46347012"," 181.90814543"," 428.73229946"," 408.94788812",NA," 678.13092941"," 343.20748391"," 334.92344550",NA," -17.62809142",NA,NA," 550.93698630"," 180.93342969","1255.12927509","1058.94610392","   0.76442292",NA,NA,"   9.18087741","   8.25048237","   2.99047700",NA,NA
0,"2004.0000000","2428.1108931","1519.6131123",NA," 528.3347988"," 326.9820591","   8.8242388"," 157.7053751","  34.8231259",NA," 980.7762064"," 908.4977809","   5.8530731","  66.4253524",NA," 552.9587265","  74.3047814","  70.0726032"," 200.3974848"," 338.9331910"," 214.0255355",NA," 358.0715245"," 199.0804484"," 158.9910761",NA,"   7.9696369",NA,NA," 293.2978142"," 128.0795298"," 906.3966462"," 755.7187610","   0.7773270",NA,NA,"   9.8104465","   8.2107371","   3.9731525",NA,"3640.3378886","2383.8960171",NA," 652.6649782"," 392.8581369","  14.3254752"," 208.5112305","  36.9701355",NA,"1353.6725208","1256.4418715","   6.4989284","  90.7317209",NA,"1155.3897965"," 101.2719530"," 224.0084611"," 393.6847672"," 718.9651813"," 436.4246152",NA," 464.7304406"," 234.3371650"," 230.3932756",NA,"  13.8801525",NA,NA,"  96.9453552"," 181.5583788","1405.9540391","1065.2075733","   0.7745688",NA,NA,"  10.1259794","   7.4302745","   2.9801590",NA,"5890.3902775","3369.2070626",NA,"1083.6156845"," 652.9309791","  20.9933501"," 347.4193992","  62.2719560",NA,"2660.0816327","2521.1832149","  17.1960560"," 121.7023618",NA,"1037.8720477"," 133.5730337"," 175.1249713"," 345.6161431"," 585.0639762"," 452.8117404",NA,"1165.4739739"," 525.5675304"," 639.9064435",NA," -56.6530612",NA,NA," 128.3251366"," 264.9432171","3141.3694767","2160.0292648","   0.8106042",NA,NA,"  11.6065535","  10.7953031","   1.7621521",NA,"3614.7633480","2193.3107778",NA," 705.7864040"," 429.8416837","  13.2227386"," 219.8609784","  42.8610034",NA,"1516.8627719","1421.4525702","   9.1303510","  86.2798506",NA," 798.5662595","  95.7591095"," 127.5807303"," 276.3135512"," 477.2262287"," 321.3410526",NA," 602.4892505"," 296.4700029"," 306.0192477",NA,"  -8.9413380",NA,NA," 518.5683060"," 182.8222820","1293.0519324","1203.5882004","   0.7925811",NA,NA,"  10.3139002","   8.7044089","   3.2403791",NA,NA
0,"2005.0000000","2790.9270469","1484.0556958",NA," 462.6055251"," 291.5551188","  10.9053701"," 123.6945305","  36.4505057",NA,"1384.0045353","1306.8713511","   5.2341097","  71.8990745",NA," 613.9128825","  67.4690671","  68.6039573"," 279.2702241"," 412.6692896"," 201.2435930",NA," 314.7655925"," 145.1617192"," 169.6038733",NA,"  15.6385114",NA,NA," 248.6657534"," 131.0293151"," 952.6113183"," 764.7896975","   0.8081422",NA,NA,"  10.3586153","   8.7521788","   4.0386171",NA,"3799.7148571","2006.1154961",NA," 541.1208921"," 349.5222930","   9.3769177"," 145.7667647","  36.4549167",NA,"1896.5206213","1793.5993609","   3.9253444","  98.9959159",NA," 938.7286540","  75.7162960"," 126.1400427"," 474.7709334"," 644.3410500"," 294.3876040",NA," 402.6387625"," 168.4803310"," 234.1584316",NA,"  20.7059272",NA,NA,"  96.8821918"," 171.6186060","1400.6610157","1043.9299628","   0.8105466",NA,NA,"  10.6910243","   9.3899384","   3.1343533",NA,"7200.2532319","3411.8669445",NA," 901.6862060"," 583.6141087","  15.5706554"," 243.2191524","  59.2822895",NA,"3953.0336367","3788.3862874","  20.8450256"," 143.8023238",NA,"1280.7883591"," 112.6454773"," 234.6317942"," 442.5052870"," 775.3149378"," 505.4734213",NA,"1028.8517370"," 400.7919323"," 628.0598047",NA,"  35.8932930",NA,NA," 116.9205479"," 273.2059718","3397.7887944","2243.7747304","   0.8203602",NA,NA,"  12.0663371","  10.9073718","   1.7138907",NA,"4237.5568548","2133.2456532",NA," 602.1362901"," 385.5495757","  11.9006447"," 161.8211652","  42.8649046",NA,"2211.3455431","2104.3112016","   9.3493376","  97.6850039",NA," 868.2261079","  81.8600267"," 127.1071331"," 365.4413265"," 562.3147343"," 305.9113736",NA," 533.4757454"," 221.7776997"," 311.6980457",NA,"  22.3731683",NA,NA," 462.4684932"," 186.3252106","1367.6716509","1237.8063069","   0.8145119",NA,NA,"  10.8599949","   9.4306550","   3.2614499",NA,NA
0,"2006.0000000","3186.9178876","1634.9689048",NA," 462.3368820"," 292.7627279","   8.6254875"," 120.6176874","  40.3309792",NA,"1633.3519553","1551.9489828","   4.3754612","  77.0275113",NA," 720.6461474","  67.8549594","  74.0423738"," 352.1503110"," 493.8663434"," 226.7798039",NA," 366.1642247"," 192.7785391"," 173.3856857",NA,"   4.4186782",NA,NA," 246.0054795"," 131.5617026"," 941.5029738"," 755.8831116","   0.8175124",NA,NA,"  10.5655292","  10.2109319","   4.1663511",NA,"3965.7586300","1874.6391295",NA," 542.5740864"," 352.6439164","   6.7239125"," 143.2501789","  39.9560787",NA,"2200.2837614","2091.1195006","   4.1873319"," 104.9769290",NA," 834.1796827","  84.3388358"," 123.0710391"," 312.7791349"," 520.1890098"," 313.9906729",NA," 385.2838848"," 238.8136304"," 146.4702544",NA,"   3.4372147",NA,NA,"  97.0000000"," 171.4673839","1448.6315173","1022.2854393","   0.8085206",NA,NA,"  11.4466883","  11.1623500","   3.2552182",NA,"7747.3607228","3279.2703612",NA," 879.9681222"," 581.0153426","  11.8769887"," 227.0945856","  59.9812052",NA,"4634.3083849","4468.0903616","  17.2008900"," 149.0171334",NA,"1409.9230263","  97.4279710"," 186.3326830"," 628.8455490"," 912.4827055"," 497.4403208",NA," 814.9833375"," 263.6865170"," 551.2968205",NA,"   8.1778519",NA,NA," 117.0000000"," 272.5994842","3348.0864439","2235.2736840","   0.8285982",NA,NA,"  12.1350896","  11.9920384","   1.7477579",NA,"4617.8525894","2141.9961233",NA," 595.3069091"," 385.5140399","   9.1138816"," 154.9899343","  45.6890534",NA,"2586.7458534","2475.8564661","   7.8848456"," 103.0045417",NA," 936.0158829","  79.6090587"," 115.7376967"," 420.2176158"," 615.4383161"," 320.5775668",NA," 494.5371726"," 222.3711261"," 272.1660465",NA,"   5.2467713",NA,NA," 460.0054795"," 186.0521564","1363.6167707","1223.0492453","   0.8209912",NA,NA,"  11.1505462","  10.8645698","   3.3590666",NA,NA
0,"2007.0000000","3375.0557732","1770.3565289",NA," 467.9837911"," 295.8433815","  10.4869655"," 117.8219280","  43.8315162",NA,"1680.5335300","1604.6992443","   3.7619328","  72.0723530",NA," 833.3277784","  68.0233565"," 101.1475024"," 424.5221249"," 593.5661166"," 239.7616618",NA," 390.6314005"," 199.2104134"," 191.4209870",NA,"   2.5792731",NA,NA," 239.1835616"," 131.3605400"," 926.3282045"," 747.3836311","   0.8256550",NA,NA,"  10.6539025","  10.6902133","   4.2135690",NA,"4333.9322680","2197.3365024",NA," 566.4752997"," 368.3319112","  10.7885572"," 143.3627817","  43.9920497",NA,"2236.4098981","2136.5957655","   3.0419349","  96.7721977",NA,"1108.0660255","  85.7129599"," 198.1691677"," 459.8039241"," 743.6860517"," 364.3799738",NA," 418.4593889"," 242.4834563"," 175.9759326",NA,"   4.5216557",NA,NA,"  97.0000000"," 170.8574527","1444.9304075","1004.0503492","   0.8263841",NA,NA,"  10.9563903","  10.9821494","   3.0820788",NA,"7986.4313330","3260.4444394",NA," 899.8171598"," 594.9948205","  13.6630117"," 223.0310715","  68.1282561",NA,"4883.7276002","4725.9868936","  12.3761489"," 145.3645577",NA,"1386.0796157"," 111.3155248"," 188.0310432"," 589.6077333"," 888.0523651"," 498.0272505",NA," 793.1660412"," 247.2305088"," 545.9355323",NA,"  23.6409162",NA,NA," 116.9917808"," 273.3860042","3476.0223362","2265.8898676","   0.8288242",NA,NA,"  12.4109175","  12.4291602","   1.7299190",NA,"4898.7953933","2287.3150219",NA," 612.5003991"," 396.8508471","  11.4611072"," 153.3553501","  50.8330948",NA,"2715.8375943","2611.4803714","   6.0812050","  98.2760179",NA,"1049.5176108","  84.1520161"," 146.4299842"," 479.2717922"," 709.5312797"," 339.9863311",NA," 511.9126791"," 222.0651746"," 289.8475045",NA,"   9.0271100",NA,NA," 453.1753425"," 187.8970278","1370.9884015","1236.7415829","   0.8273612",NA,NA,"  11.1722397","  11.2016275","   3.3301997",NA,NA
0,"2.008000e+03","4.409396e+03","1.773618e+03",NA,"5.155460e+02","3.249654e+02","9.399523e+00","1.346586e+02","4.652248e+01",NA,"2.725509e+03","2.635779e+03","1.949101e+00","8.778062e+01",NA,"7.502758e+02","7.363098e+01","8.721663e+01","3.807855e+02","5.380193e+02","2.122565e+02",NA,"4.139830e+02","2.187080e+02","1.952750e+02",NA,"4.083040e+00",NA,NA,"2.321123e+02","1.318704e+02","9.166606e+02","7.409259e+02","8.216423e-01",NA,NA,"9.961863e+00","9.972946e+00","3.971979e+00",NA,"5.975948e+03","2.453072e+03",NA,"6.000783e+02","3.820386e+02","9.754188e+00","1.612721e+02","4.701340e+01",NA,"3.644154e+03","3.522876e+03","1.587452e+00","1.196906e+02",NA,"1.261705e+03","9.683995e+01","2.394082e+02","5.277440e+02","8.639921e+02","3.977133e+02",NA,"4.668700e+02","2.734871e+02","1.933829e+02",NA,"3.139806e+00",NA,NA,"9.697260e+01","1.701528e+02","1.445604e+03","1.006840e+03","8.257419e-01",NA,NA,"1.046490e+01","1.049891e+01","2.935443e+00",NA,"1.094605e+04","3.376415e+03",NA,"1.003350e+03","6.468745e+02","1.507397e+01","2.677980e+02","7.360312e+01",NA,"7.761357e+03","7.569632e+03","5.633781e+00","1.860911e+02",NA,"1.370700e+03","1.134547e+02","2.117805e+02","5.516613e+02","8.767904e+02","4.939094e+02",NA,"7.866347e+02","2.219960e+02","5.646387e+02",NA,"2.400613e+01",NA,NA,"1.160877e+02","2.713002e+02","3.671614e+03","2.206763e+03","7.976419e-01",NA,NA,"1.245001e+01","1.246012e+01","1.649674e+00",NA,"6.722109e+03","2.403499e+03",NA,"6.812504e+02","4.345904e+02","1.119342e+01","1.806384e+02","5.482813e+01",NA,"4.445937e+03","4.318610e+03","2.988089e+00","1.243389e+02",NA,"1.046920e+03","9.062664e+01","1.573026e+02","4.637841e+02","7.099303e+02","3.369898e+02",NA,"5.380851e+02","2.313521e+02","3.067329e+02",NA,"9.916092e+00",NA,NA,"4.451726e+02","1.899348e+02","1.401716e+03","1.241393e+03","8.101135e-01",NA,NA,"1.072027e+01","1.073610e+01","3.140601e+00",NA,NA
0,"2009.0000000","3087.0448234","1803.0751090",NA," 581.2312848"," 354.0005896","  13.3989108"," 167.4956945","  46.3360899",NA,"1356.9019285","1283.9697144","   3.0409756","  69.8912386",NA," 712.1313205"," 109.8676555","  52.3001257"," 369.5871410"," 531.7549222"," 180.3763983",NA," 435.3932323"," 214.6758103"," 220.7174220",NA,"   1.3870572",NA,NA," 172.6520548"," 134.5130272"," 925.3134586"," 759.6776225","   0.8181904",NA,NA,"  10.2277127","  10.2613063","   4.1137453",NA,"4343.6572205","2596.9941859",NA," 649.7912935"," 401.3631273","  11.9280520"," 189.4757986","  47.0243156",NA,"1843.5320241","1746.6630346","   2.2040068","  94.6649827",NA,"1333.5039306"," 223.8291386"," 269.8408768"," 384.0392484"," 877.7092637"," 455.7946669",NA," 516.1613410"," 263.4985100"," 252.6628310",NA,"   0.6686313",NA,NA,"  96.6684932"," 170.7778134","1370.6374966","1014.8125439","   0.8432506",NA,NA,"  10.3001077","  10.3361297","   3.0563145",NA,"7054.3992184","3423.6187612",NA,"1055.1048141"," 655.7155263","  20.8241197"," 305.2756849","  73.2894832",NA,"3761.5548837","3630.7804572","   8.1233968"," 122.6510296",NA,"1394.5164559"," 219.4744418"," 161.3462203"," 577.1431213"," 957.9637834"," 436.5526724",NA," 836.5570950"," 230.3357912"," 606.2213038",NA,"   6.6659698",NA,NA," 112.7534247"," 269.9494262","3553.2615032","2174.9517280","   0.8092992",NA,NA,"  12.0872798","  12.1190378","   1.6523630",NA,"4701.3931744","2530.2359289",NA," 754.3707333"," 465.1341062","  15.4974289"," 218.3304094","  55.4087887",NA,"2268.9816934","2171.1572454","   4.5183674","  93.3060805",NA,"1087.6292255"," 173.5984392"," 140.8512360"," 441.6614466"," 756.1111218"," 331.5181037",NA," 587.4535260"," 231.6370745"," 355.8164515",NA,"   2.9579962",NA,NA," 382.0739726"," 195.0325206","1446.4374072","1288.9379797","   0.8186191",NA,NA,"  10.7948041","  10.8284704","   3.1198291",NA,NA
0,"2010.0000000","3759.2167024","1982.0293490",NA," 565.7029512"," 357.5436773","   6.9507031"," 155.7849552","  45.4236156",NA,"1858.1267918","1777.1873535","   4.1305502","  76.8088882",NA," 913.3642237"," 161.1993294","  45.3291066"," 520.9824844"," 727.5109032"," 185.8533376",NA," 379.1752367"," 201.9373651"," 177.2378716",NA,"  42.8474991",NA,NA," 152.4219178"," 133.9050770"," 994.6468960"," 776.4154581","   0.8302439",NA,NA,"  10.4642305","  10.4951648","   4.0390768",NA,"4967.6031394","2596.8848071",NA," 640.8504000"," 409.1482029","   8.4642231"," 176.9703594","  46.2676145",NA,"2477.5224085","2370.7183322","   2.7592045"," 104.0448718",NA,"1322.9860563"," 391.1016053"," 169.8938472"," 349.6306980"," 910.6261506"," 412.3599606",NA," 491.5046296"," 261.9572924"," 229.5473373",NA,"  34.7396450",NA,NA,"  96.2602740"," 171.3967360","1410.8372307","1034.0120370","   0.8592288",NA,NA,"  10.3896400","  10.4116693","   3.0574071",NA,"8451.9968240","3419.2222278",NA,"1018.8785842"," 654.3902044","  13.7236110"," 277.4661580","  73.2986108",NA,"5187.6674623","5032.7745963","  10.3465798"," 144.5462862",NA,"1330.9132402"," 360.1031690"," 107.0671048"," 483.6838016"," 950.8540553"," 380.0591449",NA," 749.6117930"," 224.7805487"," 524.8312443",NA," 164.9257443",NA,NA," 111.7315068"," 271.5234563","3525.2629388","2216.4291410","   0.8386469",NA,NA,"  12.2758815","  12.2364524","   1.6909176",NA,"5686.5536364","2634.0037311",NA," 741.3487798"," 473.1982012","   9.6742393"," 203.2013093","  55.2750300",NA,"3165.5821423","3052.5499053","   5.9341765"," 107.0980604",NA,"1161.0210852"," 287.9408872","  98.0830091"," 464.8829361"," 850.9068186"," 310.1142735",NA," 535.5861068"," 224.9687259"," 310.6173809",NA,"  83.0155224",NA,NA," 360.4136986"," 197.2169069","1541.1980523","1339.2906236","   0.8409694",NA,NA,"  11.0059369","  11.0126795","   3.0489392",NA,NA
0,"2011.0000000","4401.8656231","2149.8374565",NA," 531.6721536"," 366.6983678","   6.6293658"," 115.1924195","  43.1520006",NA,"2334.8930347","2252.0281666","   3.2976753","  79.5671928",NA,"1103.0037920","  60.0356464","  82.9634598"," 734.1067310"," 877.1056984"," 225.8980936",NA," 229.3273344"," 200.4255356","  28.9017988",NA," 202.9693083",NA,NA," 152.0000000"," 134.0345931","1054.4180388"," 779.7488524","   0.8446320",NA,NA,"  10.3859950","  10.4200793","   3.8225667",NA,"5886.1051741","2872.6302200",NA," 607.3818831"," 428.8639855","   9.7285327"," 125.4680748","  43.3212900",NA,"3124.2560650","3013.4749541","   2.3824210"," 108.3986899",NA,"1577.6050875"," 119.2860089"," 318.3174051"," 629.0871600","1066.6904544"," 510.9146032",NA," 423.8575305"," 287.2073300"," 136.6502005",NA," 153.0046081",NA,NA,"  95.4931507"," 170.5238213","1440.6212176","1042.5045812","   0.8787859",NA,NA,"   9.6005164","   9.6450438","   2.7638789",NA,"9989.5808151","3669.6703694",NA," 953.7079009"," 684.0198003","  17.4231882"," 183.3588046","  68.9061078",NA,"6521.2738577","6319.9104458","   9.5113386"," 191.8520733",NA,"1538.0548221"," 106.1222541"," 227.1167980"," 686.0071537","1019.2458998"," 518.8089428",NA," 312.5217203"," 226.7199966","  85.8017238",NA," 664.0225140",NA,NA," 111.0027397"," 273.1654591","3724.9364896","2212.5760303","   0.8192134",NA,NA,"  12.0963076","  12.1493237","   1.5848060",NA,"6711.1596541","2854.1715212",NA," 697.3983518"," 492.5568567","  11.1456706"," 141.4937381","  52.2020865",NA,"3987.9758090","3856.9881329","   5.2528062"," 125.7348699",NA,"1368.5620318","  90.3107710"," 189.6095465"," 692.1950126"," 972.1151374"," 396.4468944",NA," 304.8968153"," 230.3528358","  74.5439796",NA," 352.3266461",NA,NA," 358.4958904"," 197.7689313","1614.4478626","1343.7613879","   0.8374669",NA,NA,"  10.7063377","  10.7490657","   2.8476741",NA,NA
0,"2.012000e+03","4.665110e+03","2.173164e+03",NA,"6.154966e+02","4.138993e+02","4.065720e+00","1.725490e+02","2.498266e+01",NA,"2.583389e+03","2.491947e+03","9.460795e+00","8.198171e+01",NA,"9.614158e+02","1.121660e+02","9.999118e+01","5.040690e+02","7.162209e+02","2.451949e+02",NA,"2.946285e+02","2.689654e+02","2.566313e+01",NA,"2.101802e+02",NA,NA,"2.074454e+02","1.301094e+02","1.114324e+03","7.636777e+02","8.307217e-01",NA,NA,"1.000681e+01","1.003039e+01","3.487218e+00",NA,"5.219688e+03","2.153936e+03",NA,"6.192411e+02","4.132940e+02","2.808796e+00","1.749480e+02","2.819036e+01",NA,"3.165863e+03","3.065752e+03","9.276274e+00","9.083455e+01",NA,"8.671052e+02","7.988135e+01","1.442773e+02","3.745293e+02","5.986879e+02","2.684173e+02",NA,"3.287205e+02","2.933546e+02","3.536594e+01",NA,"2.387579e+02",NA,NA,"3.360109e+02","1.669845e+02","1.490907e+03","9.415398e+02","8.424199e-01",NA,NA,"1.032349e+01","1.032617e+01","2.851399e+00",NA,"1.066694e+04","3.778709e+03",NA,"1.233130e+03","8.369916e+02","1.671851e+01","2.522816e+02","1.271379e+02",NA,"7.016682e+03","6.888228e+03","6.343405e+00","1.221113e+02",NA,"1.420572e+03","1.106325e+02","2.089640e+02","6.921694e+02","1.003395e+03","4.171768e+02",NA,"3.693286e+02","3.026895e+02","6.663911e+01",NA,"6.272241e+02",NA,NA,"1.538197e+02","2.677097e+02","4.186015e+03","2.121623e+03","8.162871e-01",NA,NA,"1.224795e+01","1.225582e+01","1.436232e+00",NA,"6.446190e+03","2.571367e+03",NA,"7.738827e+02","5.209168e+02","6.687668e+00","1.938901e+02","5.238802e+01",NA,"3.979701e+03","3.874824e+03","8.584034e+00","9.629278e+01",NA,"1.033824e+03","9.670177e+01","1.483071e+02","4.912845e+02","7.341690e+02","2.996548e+02",NA,"3.294924e+02","2.889067e+02","4.058575e+01",NA,"3.292909e+02",NA,NA,"6.972760e+02","1.870594e+02","1.660681e+03","1.191118e+03","8.293963e-01",NA,NA,"1.065381e+01","1.066386e+01","2.728373e+00",NA,NA
0,"2.013000e+03","4.717310e+03","2.397289e+03",NA,"7.852210e+02","5.281584e+02","1.290697e+01","1.894034e+02","5.475226e+01",NA,"2.409830e+03","2.320021e+03","1.579961e+00","8.822967e+01",NA,"9.930795e+02","1.105348e+02","8.267080e+01","5.777634e+02","7.695612e+02","2.235183e+02",NA,"2.795661e+02","2.527632e+02","2.680293e+01",NA,"2.496131e+02",NA,NA,"1.900603e+02","1.312844e+02","1.141708e+03","7.667194e+02","8.441697e-01",NA,NA,"1.007408e+01","1.010785e+01","3.442931e+00",NA,"5.234829e+03","2.383828e+03",NA,"7.912014e+02","5.420468e+02","3.743961e+00","1.898079e+02","5.560281e+01",NA,"2.951099e+03","2.851001e+03","2.186635e+00","9.791121e+01",NA,"8.421198e+02","8.753236e+01","1.173588e+02","4.061021e+02","6.068606e+02","2.352592e+02",NA,"2.954995e+02","2.618627e+02","3.363679e+01",NA,"3.549097e+02",NA,NA,"3.517507e+02","1.667036e+02","1.517891e+03","9.414445e+02","8.515467e-01",NA,NA,"1.014116e+01","1.013507e+01","2.771312e+00",NA,"1.060388e+04","3.964576e+03",NA,"1.350117e+03","9.224856e+02","2.481074e+01","3.120393e+02","9.078120e+01",NA,"6.736833e+03","6.639302e+03","3.564188e+00","9.396699e+01",NA,"1.390639e+03","1.227469e+02","2.369883e+02","7.246649e+02","1.081961e+03","3.086776e+02",NA,"3.857909e+02","3.160493e+02","6.974167e+01",NA,"7.404980e+02",NA,NA,"1.562356e+02","2.666331e+02","4.362450e+03","2.171287e+03","8.224603e-01",NA,NA,"1.165109e+01","1.164730e+01","1.313787e+00",NA,"6.437552e+03","2.781414e+03",NA,"9.289623e+02","6.332426e+02","1.139819e+01","2.201722e+02","6.414922e+01",NA,"3.752899e+03","3.656139e+03","2.370963e+00","9.438940e+01",NA,"1.018440e+03","1.023422e+02","1.380851e+02","5.305258e+02","7.679572e+02","2.504827e+02",NA,"3.138299e+02","2.729846e+02","4.084529e+01",NA,"4.234213e+02",NA,NA,"6.980466e+02","1.868879e+02","1.701988e+03","1.202211e+03","8.384052e-01",NA,NA,"1.046085e+01","1.046612e+01","2.627956e+00",NA,NA
0,"2.014000e+03","4.831989e+03","2.624497e+03",NA,"9.139359e+02","6.153541e+02","1.490553e+01","1.980707e+02","8.560557e+01",NA,"2.297196e+03","2.207492e+03","1.609223e+00","8.809425e+01",NA,"1.075831e+03","9.479193e+01","9.193482e+01","6.534610e+02","8.401878e+02","2.356436e+02",NA,"2.925738e+02","2.682726e+02","2.430128e+01",NA,"2.524527e+02",NA,NA,"1.879973e+02","1.354971e+02","1.125047e+03","7.639536e+02","8.540797e-01",NA,NA,"9.652764e+00","9.663956e+00","3.307335e+00",NA,"5.056871e+03","2.380862e+03",NA,"9.258228e+02","6.208745e+02","1.928551e+01","1.997233e+02","8.593959e+01",NA,"2.775422e+03","2.676009e+03","1.970052e+00","9.744314e+01",NA,"7.704475e+02","8.356097e+01","8.213310e+01","3.680297e+02","5.317878e+02","2.386597e+02",NA,"2.744272e+02","2.442927e+02","3.013450e+01",NA,"3.107515e+02",NA,NA,"3.503945e+02","1.663662e+02","1.518190e+03","9.233542e+02","8.524565e-01",NA,NA,"1.026259e+01","1.026231e+01","2.795143e+00",NA,"1.056741e+04","4.256026e+03",NA,"1.621478e+03","1.086772e+03","3.603487e+01","3.490412e+02","1.496295e+02",NA,"6.406110e+03","6.311382e+03","2.756857e+00","9.197139e+01",NA,"1.425761e+03","1.398951e+02","2.269295e+02","7.390935e+02","1.105533e+03","3.202277e+02",NA,"3.482763e+02","2.784238e+02","6.985254e+01",NA,"7.657822e+02",NA,NA,"1.588493e+02","2.666569e+02","4.527821e+03","2.159399e+03","8.127046e-01",NA,NA,"1.168368e+01","1.170819e+01","1.273853e+00",NA,"6.408145e+03","2.920637e+03",NA,"1.100530e+03","7.384898e+02","2.246961e+01","2.374475e+02","1.021231e+02",NA,"3.583300e+03","3.487509e+03","2.080898e+00","9.371091e+01",NA,"1.014083e+03","1.007539e+02","1.215630e+02","5.340833e+02","7.553439e+02","2.587396e+02",NA,"2.978206e+02","2.589985e+02","3.882207e+01",NA,"4.124109e+02",NA,NA,"6.972411e+02","1.890222e+02","1.720326e+03","1.199242e+03","8.361589e-01",NA,NA,"1.042193e+01","1.043039e+01","2.586657e+00",NA,NA
0,"2015.0000000","3783.7542003","2349.4404265",NA," 925.1067582"," 648.8904469","  22.0232233"," 205.7741890","  48.4188990",NA,"1537.6361838","1434.3137738","   2.1095531"," 101.2128568",NA," 774.1600509"," 109.0016016","  57.3011337"," 366.3277486"," 532.3361806"," 241.8239645",NA," 290.6123481"," 267.7910216","  22.8213265",NA," 256.2388594",NA,NA," 190.1013699"," 137.7742363","1032.2038486"," 758.4407955","   0.8554539",NA,NA,"   9.1783764","   9.1780593","   3.3672590",NA,"4125.5594108","2406.0960925",NA," 931.6949401"," 648.3244429","  29.4501354"," 205.4766994","  48.4436625",NA,"1836.1615970","1719.4633183","   2.1633080"," 114.5349707",NA," 814.8680671"," 102.4031853","  73.5261653"," 406.4434076"," 570.5646348"," 244.3034621",NA," 216.6067215"," 186.2822101","  30.3245115",NA," 326.2280851",NA,NA," 351.1506849"," 168.6004873","1496.0068239"," 904.0469389","   0.8574470",NA,NA,"  10.4696419","  10.4702661","   2.8915581",NA,"8373.2205914","4279.5896170",NA,"1577.2475625","1096.3773694","  56.0780953"," 343.7510059","  81.0410919",NA,"4215.9563414","4093.6309744","   2.4921433"," 119.8332237",NA,"1445.8825606"," 129.2760697"," 207.7357076"," 822.7229026","1137.0904006"," 308.7923012",NA," 312.2380893"," 235.4412309","  76.7968585",NA," 821.8960376",NA,NA," 167.0273973"," 265.4340671","4577.6496365","2129.5118676","   0.8047954",NA,NA,"  11.6183712","  11.6500123","   1.2588534",NA,"5164.2364428","2886.5230727",NA,"1100.3018420"," 766.5658219","  34.7090472"," 241.9964623","  57.0305106",NA,"2392.7247505","2277.7133701","   2.2372489"," 112.7741315",NA," 971.5559859"," 111.0507922"," 105.0584615"," 506.6673452"," 710.8409352"," 260.7151252",NA," 259.3552712"," 218.5589237","  40.7963475",NA," 440.2985931",NA,NA," 708.2794521"," 191.7798515","1684.1695093","1192.5708010","   0.8348240",NA,NA,"  10.3939626","  10.4016486","   2.6342091",NA,NA
